,text,sentiment
1282,barang sudah di terima,isi ini ya ges (positive/neutral/negative)
1283,"order tgl 11.11 diterima tgl 17.11, tidak ada vip card,padahal beli pas 11.11 lazada. tlg konfirmasinya admin soal vip card yg dijanjikan saat promo 11.11 untuk lazada yg lebih baik. ditunggu konfirmasinya...",isi ini ya ges (positive/neutral/negative)
1284,Nice mantap banget gambarnya dan jernih minta ampun. Meskipun sempet deg degan beli merek ini namun dengan harga sgitu bagi saya worth,isi ini ya ges (positive/neutral/negative)
1285,top lah mantab,isi ini ya ges (positive/neutral/negative)
1286,"Alhamdulillah sampe sempet deg degan takut barang rusak, ternyata mulus Alhamdulillah",isi ini ya ges (positive/neutral/negative)
1287,HD banget gan 🤟🏼 walau cuma dibantu antena indoor. Rafathar terlihat bahagia. Papa Rafi sama mama gigi pasti sayang banget sama Rafathar.,isi ini ya ges (positive/neutral/negative)
1288,"barang sudah sampai dengan selamat terima kasih, harga 4.092k murah banget",isi ini ya ges (positive/neutral/negative)
1289,Barang nya sudah dikirim makasih,isi ini ya ges (positive/neutral/negative)
1290,barang bagus pengiriman tepat jadwal,isi ini ya ges (positive/neutral/negative)
1291,"Untuk kondisi TV nya sendiri bagus banget, ngga ada kendala / kerusakan apa2. cuma pengiriman aja yg molor sampe 3 hari dr estimasi. mungkin efek euforia harbolnas. so mantulll",isi ini ya ges (positive/neutral/negative)
1292,"Barang sdh datang kemarin,, sesuai pesanan, packing sangat rapi dan aman...thx Lazada, seller and kurir Good job..😊👍",isi ini ya ges (positive/neutral/negative)
1293,pengiriman cepat... barang ok thanks lazada,isi ini ya ges (positive/neutral/negative)
1294,keren,isi ini ya ges (positive/neutral/negative)
1295,"Barang bagus namun sistem pelayanan dari lazada sungguh buruk sekali barang saya baru diproses setelah 1 bulan setengah dan itu harus komplain ke CS lazada hingga 5x, sungguh menyesalkan, untungnya barang nya sampai dengan selamat tanpa cacat, mohon kedepannya sistem nya diperbaiki sehingga tidak terulang lagi",isi ini ya ges (positive/neutral/negative)
1296,barang sesuai pesanan.,isi ini ya ges (positive/neutral/negative)
1297,"Alhamdulillah, Barang sampe dengan aman, order tgl 28 juni sampe tgl 30 juni, packing rapi, barang ori, no tipu2, sukses selalu dunia komputer rekomended banget 👍👍👍👍👍👍",isi ini ya ges (positive/neutral/negative)
1298,Sesuai harapan,isi ini ya ges (positive/neutral/negative)
1299,Mantul gan,isi ini ya ges (positive/neutral/negative)
1300,"SanDisk sdh mendarat, sesuai dgn deskripsi diantar oleh kurir yg ramah. Wlu blm dipakai yakinlah kwalitas pasti baik. Thanks lazada and seller",isi ini ya ges (positive/neutral/negative)
1301,"barang murah, pengiriman cepat, kondisi barang ok, packing rapih",isi ini ya ges (positive/neutral/negative)
1302,"barang sudah diterima dari beberapa hari lalu namun barusan sempet dibuka sekarang, mantap soss spok spok ngeten 👍🏼",isi ini ya ges (positive/neutral/negative)
1303,mohon dibantu tv nya mati 2 sendiri layar lcd nya.,isi ini ya ges (positive/neutral/negative)
1304,Mantap cepat tv berpungsi,isi ini ya ges (positive/neutral/negative)
1305,"Brg cepat nyampenya,packing bagus dan rapih..thx lazada",isi ini ya ges (positive/neutral/negative)
1306,good,isi ini ya ges (positive/neutral/negative)
1307,Excellent!The Item is Good,isi ini ya ges (positive/neutral/negative)
1308,"belum diinstall sii,tp barang bagus dan yg terpenting barangnya gila cepet sampe padahal tujuan dibali..MANTAP",isi ini ya ges (positive/neutral/negative)
1309,Terima kasih,isi ini ya ges (positive/neutral/negative)
1310,"Awalnya ragu dengan brand yang realtif asing ini. Tapi setelah barang datang & dicoba.. WOW banget impresinya. Dengan harga yang sangat terjangkau, FITUR sangat berlimpah, kualitas gambar & material bahannya pun jempolan banget. Bisa DVB T2, DVB C, port HDMI canggih, kalau connect nintendo switch, begitu switch hidup TV langsung ikutan hidup. Keren! Benar2 recomended! Sangat puas & sangat saya recomended!",isi ini ya ges (positive/neutral/negative)
1311,cepat nyampe,isi ini ya ges (positive/neutral/negative)
1312,"Keren banget, berfungsi de dengan baik..",isi ini ya ges (positive/neutral/negative)
1313,Gak bisa di pake,isi ini ya ges (positive/neutral/negative)
1314,San disk ini bisa dipakai sama anakku,isi ini ya ges (positive/neutral/negative)
1315,Pengirimannya lbh cpt dari perkiraan n bonusnya byk...sering2 ya,isi ini ya ges (positive/neutral/negative)
1316,"cukup memuaskan, walaupun ada satu flashdisk yang gak berfungsi",isi ini ya ges (positive/neutral/negative)
1317,Mantap pengiriman cepat bungkus pun rapi siiip,isi ini ya ges (positive/neutral/negative)
1318,"alhamdulillah bragy smpai dgn slmat dn cpat...tpi cra mndpatkn cenel yg lain gmn yaaa..mhon ptunjuk...kk sya mau ni..dpt diskon gk ya😁😁😁😁..kurir""a rmah smpe2 tlp sya..bgys lhh klu bgtuuu...utug sj tlp cb klu kuriry dtg pas gk ada org kasian jga.",isi ini ya ges (positive/neutral/negative)
1319,pesen kemaren sore pagi2 udh dtg belum dicoba semoga lancar jaya,isi ini ya ges (positive/neutral/negative)
1320,"ternyata tidak bisa download whatsapp, video jelek...",isi ini ya ges (positive/neutral/negative)
1321,Product sesuai dan bagus,isi ini ya ges (positive/neutral/negative)
1322,"Cepat sampai, brg aman meski tanpa packing kayu",isi ini ya ges (positive/neutral/negative)
1323,gambat mantab,isi ini ya ges (positive/neutral/negative)
1324,Saya pesan dari tgl 09/11/2016 sampai hari ini tgl 17/11/2016 barang belum saya terima ?,isi ini ya ges (positive/neutral/negative)
1325,Saya order dari tanggal 14 Desember hingga hari ini barang belum sampai. Sudah hampir satu bulan. Tolong Perhatiannya Lazada,isi ini ya ges (positive/neutral/negative)
1326,puas banget sama promo samsung dan lazada,isi ini ya ges (positive/neutral/negative)
1327,"Murah dan sangat berkualitas gan. Saya nonton video dari youporn pake ini tv, barang pemainnya jadi gede2 semua gan. Terima Kasih ya..",isi ini ya ges (positive/neutral/negative)
1328,Barang diterima dengan baik dan cepat sampainya.,isi ini ya ges (positive/neutral/negative)
1329,"sdh diterima, tapi blm dipakai. thanks",isi ini ya ges (positive/neutral/negative)
1330,"Packing mantap, barang mantap, fitur mantap, blm sampai 1 minggu pemakaian dan blm ada kendala. Sukses trs lazada",isi ini ya ges (positive/neutral/negative)
1331,"barangnya jelek banget masa kagak bisa masukin lagu dan video , ketika bisa masuk 1 video pas diputer kagak bisa, dan file suka hilang sendiri sungguh mengecewakan , ternyata kualitas buka lapak dibawah tokopedia dan bukalapak",isi ini ya ges (positive/neutral/negative)
1332,ok bngt,isi ini ya ges (positive/neutral/negative)
1333,goody. puas. terimakasih..,isi ini ya ges (positive/neutral/negative)
1334,"Sudah 2 kali saya melakukan pembelian laptop lenovo ideapad 8GD yang kami apresiasi kali ini barang lebih cepat sampai dari barang yang kami pesan terlebih dahulu, trimakasi LAZADA yang sudah mendukung dan menyediakan barang kami dan tibah lebih awal dari estimasi pengiriman standart",isi ini ya ges (positive/neutral/negative)
1335,"Recomended seller, cepat sampai, ga nyesel beli tv dgn harga murah dpt kualitas oke",isi ini ya ges (positive/neutral/negative)
1336,"Note boom sya instal hanya bisa win10.  Tapi dari hasilnya lumayan bagus, tambah lgi ada slot usb 3.1.",isi ini ya ges (positive/neutral/negative)
1337,Ok barangnya dg harga,isi ini ya ges (positive/neutral/negative)
1338,"terima kasih atas kirimannya,semoga awet, wassalam",isi ini ya ges (positive/neutral/negative)
1339,"tks Lazada barangya OK,puas, packing sangat rapih dan baranya berkualitas",isi ini ya ges (positive/neutral/negative)
1340,Good,isi ini ya ges (positive/neutral/negative)
1341,Good item,isi ini ya ges (positive/neutral/negative)
1342,yeayy pengiriman cepat.. produk dpt d pakai,isi ini ya ges (positive/neutral/negative)
1343,"TV bagus, semua lancar tidak ada hambatan",isi ini ya ges (positive/neutral/negative)
1344,barangnya bagus sesuai pesanan dan normal,isi ini ya ges (positive/neutral/negative)
1345,"barang asli lg ,, cepet nyampe .. packing nya rapih aman sentosa",isi ini ya ges (positive/neutral/negative)
1346,"tvnya mati total tidak nyala,saya mau di retur",isi ini ya ges (positive/neutral/negative)
1347,"Barangnya bagus, sama m yang di pict. Packingannya juga rapi dan pengiriman juga cepat, recommended banget deh",isi ini ya ges (positive/neutral/negative)
1348,mantap..........,isi ini ya ges (positive/neutral/negative)
1349,agak cepet panas tp smuanya bgus,isi ini ya ges (positive/neutral/negative)
1350,Produk sangat baik,isi ini ya ges (positive/neutral/negative)
1351,thanks it is what I want,isi ini ya ges (positive/neutral/negative)
1352,good tv sudah diterima bagus,isi ini ya ges (positive/neutral/negative)
1353,"alhamdulillah.... poduk bagus,kiriman seuai jadwal",isi ini ya ges (positive/neutral/negative)
1354,gmbar jernih. kualitas oke.. bagus deh,isi ini ya ges (positive/neutral/negative)
1355,"pesen Sandisk yang dikirim Toshiba, pesen 7pcs dikirim cuma 2 beda brand pula. sangat tidak recommended",isi ini ya ges (positive/neutral/negative)
1356,Pesen malem besoknya dianterin... Tp sayang saya masih disini SO nya.,isi ini ya ges (positive/neutral/negative)
1357,ori,isi ini ya ges (positive/neutral/negative)
1358,"Puas banget belanja di Lazada, kualitas tv led sangat bagus + free bracket, dgn harga murah + pake tambahan disc voucher harbolnas, walaupun pengiriman telat 2 hari saya masih maklum, thanks Lazada, sukses selalu...",isi ini ya ges (positive/neutral/negative)
1359,terima kasih barangnya sudah diterima dalam kondisi baik,isi ini ya ges (positive/neutral/negative)
1360,Good trusted seller,isi ini ya ges (positive/neutral/negative)
1361,tv dlm keadaan rusak kak. layar n lcd pecah. mohon solusinya Lazada 🙏🙏🙏😢😢😢,isi ini ya ges (positive/neutral/negative)
1362,"top banget ,,makasih buat seller . makasih lazada",isi ini ya ges (positive/neutral/negative)
1363,Brang ori sandisc ad garansi jg Semoga awet,isi ini ya ges (positive/neutral/negative)
1364,oke banget...puaslah...,isi ini ya ges (positive/neutral/negative)
1365,"Tv sesuai pesanan, langsung pakai dan bagus",isi ini ya ges (positive/neutral/negative)
1366,"barang sudah saya terima,bagus,kiriman cepat ,kurir ramah ,terimakasih lazada",isi ini ya ges (positive/neutral/negative)
1367,"Produk mantabs, original Coocaa, cerah, smart TV nya okeh",isi ini ya ges (positive/neutral/negative)
1368,Sandisk berfungsi dgn sangat baik. Thanks Lazada,isi ini ya ges (positive/neutral/negative)
1369,"respon penjual dan pengiriman mantap estimasi tgl 25 barang sampai tetapi tanggal 12 paket sudah sampai di tangan, tks",isi ini ya ges (positive/neutral/negative)
1370,flash disk palsu cuma bisa simpan video 501 mb kalau lebih dari itu file corupt,isi ini ya ges (positive/neutral/negative)
1371,"kemaren pesen, hari ini sampai.. ditunggu vocher hooq nya",isi ini ya ges (positive/neutral/negative)
1372,Berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
1373,paket nyampenya cpt,isi ini ya ges (positive/neutral/negative)
1374,Mantap,isi ini ya ges (positive/neutral/negative)
1375,Mantafff sesuai deskripsi !,isi ini ya ges (positive/neutral/negative)
1376,"mantap,...",isi ini ya ges (positive/neutral/negative)
1377,"respons cepat barang ok ,sangat recomendid",isi ini ya ges (positive/neutral/negative)
1378,"respon nya sangat baik, paket nya cepat sampai, walau sempat ada kendala tapi tetap terbaik :)",isi ini ya ges (positive/neutral/negative)
1379,barangnya tiba dengan selamat & cepat. tapi kemasan otg nya nggak memuaskan.,isi ini ya ges (positive/neutral/negative)
1380,"Barang sampai dlm kondisi mulus dg packing yg rapi dan oke. Kualitas sesuai ekspektasi oke, semua fungsi normal.. semoga awet... Mantabb",isi ini ya ges (positive/neutral/negative)
1381,"Barang oke, cuma sayang pengiriman sampai 3 minggu",isi ini ya ges (positive/neutral/negative)
1382,Terlalu lambat dan lemot,isi ini ya ges (positive/neutral/negative)
1383,"Penilaian : Produk           = 10/10 sesuai harapan Pengiriman   = 10/10 aman dan tepat waktu (walaupun sempet 2 kali ND) Harga            =   9/10 murah meriah mantap (ada yang lebih murah bukan Philips) Seller            =  10/10 ga pake lama, pesen langsung kirim Pembayaran = 10/10 bisa cicilan....  note : barang dikirim ke rumah asisten rumah tangga di kampungnya di Bandung (FREE ONGKIR kog) 2 jempol untuk Lazada mantap dah",isi ini ya ges (positive/neutral/negative)
1384,Barang cepat,isi ini ya ges (positive/neutral/negative)
1385,Kemasan rapi dan aman. Kartu SD bagus. Pokoknya memuaskan,isi ini ya ges (positive/neutral/negative)
1386,mantab dah gambar/warna nya... view angle juga oke... semoga awet yaa..,isi ini ya ges (positive/neutral/negative)
1387,Barang sampai tepat waktu.. Packing kayu..safety banget.. Dan free ongkir dr Lazada... I love Lazada...,isi ini ya ges (positive/neutral/negative)
1388,barang cepat sampai.. packing kayu rapih.. ini sudah yang ke-2 x dalam seminggu ane beli tv ini.. terima kasih lazada dan sinar agung electronik,isi ini ya ges (positive/neutral/negative)
1389,"puas sy belanja,di lazada tv yg sy pesan cepat datangnya,tidak ada sedikitpun yg tergores",isi ini ya ges (positive/neutral/negative)
1390,Alhamdulillah bagus,isi ini ya ges (positive/neutral/negative)
1391,sip,isi ini ya ges (positive/neutral/negative)
1392,produk ok..pengiriman ok..pengrmasan ok..good,isi ini ya ges (positive/neutral/negative)
1393,"Pengiriman super cepat, apalagi smpe di hari minggu, pdhl pke kredit online. Brng terbungkus rapih, pke bubble, segel mash terkunci, blm ada windows. Mantap, puas.",isi ini ya ges (positive/neutral/negative)
1394,mantab walaupun telat sampai,isi ini ya ges (positive/neutral/negative)
1395,barang sesuai dg yg dipesan..pengemasan baik dan rapi..walaupun sampe nya lebih 2hari dari estimasi terlama,isi ini ya ges (positive/neutral/negative)
1396,"Alhamdulillah barang sdh nyampe di Papua, Mantap n keren",isi ini ya ges (positive/neutral/negative)
1397,mantap,isi ini ya ges (positive/neutral/negative)
1398,Alhamdulillah barang sesuai dengan pesanan yang di inginkan,isi ini ya ges (positive/neutral/negative)
1399,"packaging rapi, barang sampai dg selamat, terima kasih",isi ini ya ges (positive/neutral/negative)
1400,Pengiriman sesuai waktu....Barang ok Deh..   puas. Deh lazada,isi ini ya ges (positive/neutral/negative)
1401,Barang sudah diterima.. belum di coba...,isi ini ya ges (positive/neutral/negative)
1402,saya kira packingnya ditambahi packing kayu ternyata tidak. cukup lama pengirimannya hampir 1 minggu. semoga awet.tks,isi ini ya ges (positive/neutral/negative)
1403,"Salut buat layanan purna jual & klaim pengembalian barang di Lazada.. Sekitar seminggu yg lalu saya terima TVnya & kebetulan dlm kondisi rusak.. Krn ada garansi purna jual selmma 15 hari sejak barang diterima, saya segera ajukan klaim pengembalian & kirim balik barangnya ke gudang Lazada.. Alhamdulilah dr barang dikirim sampe dg dana dikembalikan ke rekening saya, prosesnya cuma sekitar seminggu.. Benar2 quick respon.. Puas banget atas layanan purna jualnya deh.. Makasih Lazada, semoga semakin sukses ke depannya yaa..",isi ini ya ges (positive/neutral/negative)
1404,bagus dan sesuai pesanancuepet sampainya barang buagus,isi ini ya ges (positive/neutral/negative)
1405,pengiriman sesuai estimasi,isi ini ya ges (positive/neutral/negative)
1406,Flashdisc Toshiba 64 GB yg sy terima bagus dan sdh dicek sesuai spec.,isi ini ya ges (positive/neutral/negative)
1407,"bebrpa kali sya blanja disni ,meski packing pk buble warp tp aman kok..",isi ini ya ges (positive/neutral/negative)
1408,alhamdulillah gak ada negativ nya,isi ini ya ges (positive/neutral/negative)
1409,"pengiriman cepat, barang aman",isi ini ya ges (positive/neutral/negative)
1410,"Barang working properly, hadiahnya juga lumayan. Terima kasih",isi ini ya ges (positive/neutral/negative)
1411,"gede juga muat buat hp  5'5 inch, pengiriman seminggu wajar dari luar negeri",isi ini ya ges (positive/neutral/negative)
1412,"kaper 64 gb kapasitas 61gb,..",isi ini ya ges (positive/neutral/negative)
1413,"OK lah, barang datang masih dalam estimasi, cuma pas di cek bukan 16GB hanya 14,3GB tapi overall good lah untuk harga segitu, semoga awet 😁",isi ini ya ges (positive/neutral/negative)
1414,Terima kasih sudah sampai...btw cara cetak invoice pembelian lazada bagaimana?,isi ini ya ges (positive/neutral/negative)
1415,barang bagus,isi ini ya ges (positive/neutral/negative)
1416,"Pertama beli harga 2.099.000 pake voucher jdi 2.069.000 eh sekarang malah turun jadi dibawah 2 juta, tapi pengiriman cepat hanya 2 hari ke medan padahal keterangan ny JNE REG15 dan di packing kayu, overall sip lah",isi ini ya ges (positive/neutral/negative)
1417,"Barangnya sampai dengan cepat, dan packingnya rapih dan terjaga",isi ini ya ges (positive/neutral/negative)
1418,"Barang cepat sampai, kualitas nya sesuai deskripsi  barangnya juga bagus  sesuai pesanan",isi ini ya ges (positive/neutral/negative)
1419,"baisa aja ,,gambarnya kurang tajam,,sesuai dengan harga",isi ini ya ges (positive/neutral/negative)
1420,"Barang sampai dengan selamat, terimakasih....",isi ini ya ges (positive/neutral/negative)
1421,"tv keren nih,harga nya gak sebanding dengan kualitas yg di dapat",isi ini ya ges (positive/neutral/negative)
1422,"untuk tv led 40 inch dengan harga 2jt kurang serebu ini udah sangat recommend banget.. packing keren, tv bagus, simple penggunaannya, layar cukup tajem, suara oke, hhmmm.. apalagi ya?? yaa oke deh ini coocaa, yg pasti ga bikin kaakuu.. #coocaaid #temancoocaa",isi ini ya ges (positive/neutral/negative)
1423,barangnya sudah sampai mantap,isi ini ya ges (positive/neutral/negative)
1424,barang sesuai pesanan... semoga berfungsi dg baik... good job,isi ini ya ges (positive/neutral/negative)
1425,"Mantap laahh,awal2 bingun pas dicolok ke laptop ko engga 1 TB,ehh ternyata laptopnya blum diupdate,pas udah diapdet ternyata muncul 1 TB,recomend lahh,trus dapet  otolnya lucu",isi ini ya ges (positive/neutral/negative)
1426,mantul barangnya dan sampai dengan aman tanpa lecet,isi ini ya ges (positive/neutral/negative)
1427,cepat sekali pemgiriman barang bagus q suka,isi ini ya ges (positive/neutral/negative)
1428,Barang cepat sampai dan masih mulus,isi ini ya ges (positive/neutral/negative)
1429,Barang Bagus sesuai gambar juga spek & pengirimannya cepat terima kasih Lazada,isi ini ya ges (positive/neutral/negative)
1430,parah flashdisk nya,isi ini ya ges (positive/neutral/negative)
1431,ok tv dah d pasang...tp blm d tes nyala...soalnya ga ada antenanya...btw thx,isi ini ya ges (positive/neutral/negative)
1432,Packing sangat aman dan dapat harga promo + free ongkir,isi ini ya ges (positive/neutral/negative)
1433,Yaaa lumayan lahh lebih murah drpd di toko.. thanks,isi ini ya ges (positive/neutral/negative)
1434,"packing rapi,cepat pengirimannya,bagus,murah lg puas belamja dilazada",isi ini ya ges (positive/neutral/negative)
1435,produk nyala normal..mudah mudahan awet,isi ini ya ges (positive/neutral/negative)
1436,Maaf gan/sist  Sya mau tanya soal cicil gimana cara ya..,isi ini ya ges (positive/neutral/negative)
1437,"Barang sudah d terima, Semoga awet...agak kecewa karna tidak di packing kayu.. dikirim dr CIRACAS ke GRESIK tanpa packing kayu.. YAH SEMOGA AWET",isi ini ya ges (positive/neutral/negative)
1438,barangnya udah nyampe... udah dicoba... Top bgt... thanx seller... sering2 ya promonya...,isi ini ya ges (positive/neutral/negative)
1439,"Produk baik, gambar dan suara normal, semua berfungsi dengan bagus.",isi ini ya ges (positive/neutral/negative)
1440,"Sdh Sampai, cepat dan kondisi bagus. Tapi kurir tdk bisa bantu settingkan.",isi ini ya ges (positive/neutral/negative)
1441,Suara mantul lah POLYTRON... CM SY KIRA BESAR... EH KECIL AGAK BEDA DR GMBAR...,isi ini ya ges (positive/neutral/negative)
1442,recommended banget,isi ini ya ges (positive/neutral/negative)
1443,barang oke sesuai makasih lazada,isi ini ya ges (positive/neutral/negative)
1444,Ini 24 inch apa 48 inch yg bner yg mna,isi ini ya ges (positive/neutral/negative)
1445,mayan lah cuma otg nya ga bisa dipake,isi ini ya ges (positive/neutral/negative)
1446,Semoga pengurusannya ga ribet dan bisa jadi sesuatu yg berguna.,isi ini ya ges (positive/neutral/negative)
1447,mantul,isi ini ya ges (positive/neutral/negative)
1448,Bisa di cicil kan ni produk nya,isi ini ya ges (positive/neutral/negative)
1449,Mantul betttt,isi ini ya ges (positive/neutral/negative)
1450,Mantull👌,isi ini ya ges (positive/neutral/negative)
1451,Mantap Slur,isi ini ya ges (positive/neutral/negative)
1452,Penipu! File yg dimasukkin corrupt semua! Rugi saya!,isi ini ya ges (positive/neutral/negative)
1453,Bagus dan barang ok serta pengiriman cepat,isi ini ya ges (positive/neutral/negative)
1454,"Bagus , produk Ori bukan kaleng kaleng.. thanks lazada dan seller",isi ini ya ges (positive/neutral/negative)
1455,berapa lama kalau ke bone sulawesi  selatan.,isi ini ya ges (positive/neutral/negative)
1456,"Bagus.... Packing rapi. Cuma klo kualitas bagus yg tipe 40D3A. Suara nya jg bagus yg tipe 40D3A.  Blm dpt chanel digital nya. Msh analog.  Tp... Ya lmyan lah. Mdh2n awet. Thxs lazada,, thxs coocaa.",isi ini ya ges (positive/neutral/negative)
1457,Barang diterima dengan selamat walau meleset dari perkiraan awal. Tapi terdapat kartu VIP card ataupun kartu Garansi. Menurut saya ini TV dengan value prive yang baik. Fitur Android tv dan sudah full-HD suara juga sudah bagus. Untuk reproduksi warna dan contrast memang masih jauh dari brand yg sudah ternama. Overall masih puas. Semoga awet dan aftersalesnya juga baik.,isi ini ya ges (positive/neutral/negative)
1458,barang bagus,isi ini ya ges (positive/neutral/negative)
1459,barang cepat sampai hanya saja tidak di packing kayu.barang belum di cek takutnya kena lcd nya..di cek lumayan bagus,isi ini ya ges (positive/neutral/negative)
1460,"sangat kecewa dengan pengiriman JNE krna sya harus ngambil sendiri barang nya ke kantor JNE. dikarnakan pihak kurir membatalkan sepihak kiriman saya.pdahal istri saya ada dirumah dan kurir nya jga lihat istri sya jga tp malah kabur,kaya maling liat polisi aja.!!!",isi ini ya ges (positive/neutral/negative)
1461,Barang aman dan terpercaya love you,isi ini ya ges (positive/neutral/negative)
1462,"pesanan saya  kemarin sudah saya terima, tetapi ternyata tidak bisa dipakai di windows xp. tidak sesuai spec.",isi ini ya ges (positive/neutral/negative)
1463,Sudah 1 minggu belum nyampe barangnya.,isi ini ya ges (positive/neutral/negative)
1464,Dapat harga murah promo 11.11 Sudah di test n berfungsi dengan baik,isi ini ya ges (positive/neutral/negative)
1465,alhamdulillah barang bagus dan berfungsi dengan baik sesuai harganya murah..trimakasih,isi ini ya ges (positive/neutral/negative)
1466,"mantul pokokx,mksh lazada",isi ini ya ges (positive/neutral/negative)
1467,"Pengiriman cepat, barang bagus dan sesuai spec",isi ini ya ges (positive/neutral/negative)
1468,"bagus,cuma los bezel hanya di foto iklan,padahal masih bezel tebal,tdk ada buku panduan tuk pengoperasian unit secara tepat",isi ini ya ges (positive/neutral/negative)
1469,"cepet banget responnya, dari beli sampe barang nyampe nda nyampe 24 jam",isi ini ya ges (positive/neutral/negative)
1470,top markotop lazada....,isi ini ya ges (positive/neutral/negative)
1471,"Barang telah diterima dengan aman dan beberapa drama kecil (drama nya dari pihak kurir nya sih).... intinya sebelumnya ada notif kalau barang telah diterima oleh nama saya sendiri (sekitar jam 6 sore) namun saya belum menerima. lalu telpon cs jne, chat cs lazada ngomong ini itu ini itu, bakal ditindak lanjuti. akhirnya jam 8 malam lebih baru barang nyampe dengan alasan dari kurirnya tadi ngga ada orang ditempat.... kurirnya yg bikin misunderstand antara saya pihak cs jne dan pihak cs lazada (mbak yenny) terimakasi banyak pihak yg membantu, mbak yenny mas ditya (cs lazada) dan pihak cs jne yg saya lupa namanya",isi ini ya ges (positive/neutral/negative)
1472,TOP,isi ini ya ges (positive/neutral/negative)
1473,"packing rapi, cepat sampai dalam 1 hari. produk bagus, recomended.",isi ini ya ges (positive/neutral/negative)
1474,mantap dapet harga B-day....barang aman...mudah2an awet..,isi ini ya ges (positive/neutral/negative)
1475,"Mantap, pengiriman cepat dan barang berfungsi dengan baik",isi ini ya ges (positive/neutral/negative)
1476,barang berfungsi normal...tetapi ada sedikit kendala pengiriman dan agak lama...tapi ya syukurlah akhirnya nyampe juga,isi ini ya ges (positive/neutral/negative)
1477,paket sudah mendarat... terima kasih,isi ini ya ges (positive/neutral/negative)
1478,Ok,isi ini ya ges (positive/neutral/negative)
1479,mantap sesuai dekripsi,isi ini ya ges (positive/neutral/negative)
1480,bagus,isi ini ya ges (positive/neutral/negative)
1481,"bagus, kualitas, pengiriman baik, semoga awet.. tingkatkan lazada.. tinggal pasang anten baru, gambar pasti mantep",isi ini ya ges (positive/neutral/negative)
1482,"barang sampai dengan kondisi istimewa, terimakasih lazada",isi ini ya ges (positive/neutral/negative)
1483,"Ngga rugi beli Smart Tv ini ... sale murah . kwalitas barang kyk tv mahal, bezelessss kyk smartphone juga. warna bagus . paking kayu lagi... - masi belum bisa masuk akun youtube",isi ini ya ges (positive/neutral/negative)
1484,"Thanks COOCA, lazada",isi ini ya ges (positive/neutral/negative)
1485,"barang mulus sampai di tangan konsumen,  sangat memuaskan terimakasih cooca dan lazada",isi ini ya ges (positive/neutral/negative)
1486,"Koq tulisan kardus 64gb, di fdnya 8gb ya?!?",isi ini ya ges (positive/neutral/negative)
1487,knp baru pakai beberapa hari langsumg error begini ..cara klaim garansi gimana?tolong pihak dari pihak lazada membantu....please help,isi ini ya ges (positive/neutral/negative)
1488,Bagus... semua komponen berfungsi dengan baik... lancar nonton youtubenya... Lagi rundingan mau beli yang 50” nunggu harganya lebih murah lagi 😂,isi ini ya ges (positive/neutral/negative)
1489,Wiiio....mantaf....,isi ini ya ges (positive/neutral/negative)
1490,"tv bagus, datang dengan selamat dan sangat recommended lah, fitur juga lengkap,",isi ini ya ges (positive/neutral/negative)
1491,- barang sesuai dng pesanan. - pengiriman agak lama ( 5 hari ). - packing ok aman.,isi ini ya ges (positive/neutral/negative)
1492,trima kasih lazada barang di cpt smpe jumat pesen sabtu sore dtng pdahal lumayan jauh  kwalitas bgs lazada mantap deh,isi ini ya ges (positive/neutral/negative)
1493,kecewa lah pas saya copy semua musik sama video g bisa ke buka di TV,isi ini ya ges (positive/neutral/negative)
1494,"Barang mantab sesuai gambar, packing josss...pengiriman cepat, sehari sampai Kota Malang. Tx's",isi ini ya ges (positive/neutral/negative)
1495,"di tempatnya tulisannya 64 gb tapi di flashdisk nya tulisannya 8 gb,gk sesuai",isi ini ya ges (positive/neutral/negative)
1496,"Gak nyesel beli ini tv, worth it. Hanya saja untuk mirroring menggunakan Google Home ke TV tergantung kecepatan koneksi, kalau hanya menggunakan hotspot handphone bakal sulit mirroringnya",isi ini ya ges (positive/neutral/negative)
1497,"Pesan kemaren hari ini langsung sampai, pengiriman cepat sekali dan kurirnya bersahabat, engga kecewa belanja disini.. Thanks",isi ini ya ges (positive/neutral/negative)
1498,"itu flasdisk nya memorinya masih banyak, tapi gak bisa masukin file",isi ini ya ges (positive/neutral/negative)
1499,"TV nya udh seminggu blm sampai juga, Sepertinya harus meningkatkan pengiriman nya lebih diperhatikan supaya sampai sesuai estimasi, thanks",isi ini ya ges (positive/neutral/negative)
1500,sdh 2 bln pakai..brng msh ok..,isi ini ya ges (positive/neutral/negative)
1501,"Pesan senin sore, sampai rabu sore....barang pun tidak ada masalah, semoga awet tivinya",isi ini ya ges (positive/neutral/negative)
1502,"terima kasih, TV nya sudah sampai dg kondisi sangat baik.",isi ini ya ges (positive/neutral/negative)
1503,"barang sudah sampai dengan selamat, tapi tidak ada kartu garansi",isi ini ya ges (positive/neutral/negative)
1504,"sellernya ramah, pengiriman cepat, good, bintang yg berbicara👍",isi ini ya ges (positive/neutral/negative)
1505,laptopnya aman.. 😍,isi ini ya ges (positive/neutral/negative)
1506,Alhamdulillah laptop sdh diterima dg kondisi baik dan normal,isi ini ya ges (positive/neutral/negative)
1507,"bagus ,sesuai deskripsi,sudah saya coba dan berfungsi dengan baik.thanks",isi ini ya ges (positive/neutral/negative)
